707	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	12.0278	2006-06-30 00:00:00.000
707	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	13.8782	2007-06-30 00:00:00.000
707	2007-07-01 00:00:00.000		13.0863	2007-06-17 00:00:00.000
708	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	12.0278	2006-06-30 00:00:00.000
708	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	13.8782	2007-06-30 00:00:00.000
708	2007-07-01 00:00:00.000		13.0863	2007-06-17 00:00:00.000
709	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	3.3963	2006-06-30 00:00:00.000
710	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	3.3963	2006-06-30 00:00:00.000
711	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	12.0278	2006-06-30 00:00:00.000
711	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	13.8782	2007-06-30 00:00:00.000
711	2007-07-01 00:00:00.000		13.0863	2007-06-17 00:00:00.000
712	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	5.7052	2006-06-30 00:00:00.000
712	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	5.2297	2007-06-30 00:00:00.000
712	2007-07-01 00:00:00.000		6.9223	2007-06-17 00:00:00.000
713	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	31.7244	2006-06-30 00:00:00.000
713	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	29.0807	2007-06-30 00:00:00.000
713	2007-07-01 00:00:00.000		38.4923	2007-06-17 00:00:00.000
714	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	31.7244	2006-06-30 00:00:00.000
714	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	29.0807	2007-06-30 00:00:00.000
714	2007-07-01 00:00:00.000		38.4923	2007-06-17 00:00:00.000
715	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	31.7244	2006-06-30 00:00:00.000
715	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	29.0807	2007-06-30 00:00:00.000
715	2007-07-01 00:00:00.000		38.4923	2007-06-17 00:00:00.000
716	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	31.7244	2006-06-30 00:00:00.000
716	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	29.0807	2007-06-30 00:00:00.000
716	2007-07-01 00:00:00.000		38.4923	2007-06-17 00:00:00.000
717	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	747.9682	2006-06-30 00:00:00.000
717	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	722.2568	2007-06-30 00:00:00.000
717	2007-07-01 00:00:00.000		868.6342	2007-06-17 00:00:00.000
718	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	747.9682	2006-06-30 00:00:00.000
718	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	722.2568	2007-06-30 00:00:00.000
718	2007-07-01 00:00:00.000		868.6342	2007-06-17 00:00:00.000
719	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	747.9682	2006-06-30 00:00:00.000
719	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	722.2568	2007-06-30 00:00:00.000
719	2007-07-01 00:00:00.000		868.6342	2007-06-17 00:00:00.000
720	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	747.9682	2006-06-30 00:00:00.000
720	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	722.2568	2007-06-30 00:00:00.000
720	2007-07-01 00:00:00.000		868.6342	2007-06-17 00:00:00.000
721	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	747.9682	2006-06-30 00:00:00.000
721	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	722.2568	2007-06-30 00:00:00.000
721	2007-07-01 00:00:00.000		868.6342	2007-06-17 00:00:00.000
722	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	176.1997	2006-06-30 00:00:00.000
722	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	170.1428	2007-06-30 00:00:00.000
722	2007-07-01 00:00:00.000		204.6251	2007-06-17 00:00:00.000
723	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	176.1997	2006-06-30 00:00:00.000
723	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	170.1428	2007-06-30 00:00:00.000
723	2007-07-01 00:00:00.000		204.6251	2007-06-17 00:00:00.000
724	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	176.1997	2006-06-30 00:00:00.000
724	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	170.1428	2007-06-30 00:00:00.000
724	2007-07-01 00:00:00.000		204.6251	2007-06-17 00:00:00.000
725	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	181.4857	2006-06-30 00:00:00.000
725	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	187.1571	2007-06-30 00:00:00.000
