1	2003-02-15 00:00:00.000	125.5000	2	2008-07-31 00:00:00.000
2	2002-03-03 00:00:00.000	63.4615	2	2008-07-31 00:00:00.000
3	2001-12-12 00:00:00.000	43.2692	2	2008-07-31 00:00:00.000
4	2002-01-05 00:00:00.000	8.6200	2	2001-12-22 00:00:00.000
4	2004-07-01 00:00:00.000	23.7200	2	2004-06-16 00:00:00.000
4	2006-01-15 00:00:00.000	29.8462	2	2006-01-01 00:00:00.000
5	2002-02-06 00:00:00.000	32.6923	2	2008-07-31 00:00:00.000
6	2002-02-24 00:00:00.000	32.6923	2	2008-07-31 00:00:00.000
7	2003-03-12 00:00:00.000	50.4808	2	2008-07-31 00:00:00.000
8	2003-01-30 00:00:00.000	40.8654	2	2008-07-31 00:00:00.000
9	2003-02-17 00:00:00.000	40.8654	2	2008-07-31 00:00:00.000
10	2003-06-04 00:00:00.000	42.4808	2	2008-07-31 00:00:00.000
11	2005-01-05 00:00:00.000	28.8462	2	2008-07-31 00:00:00.000
12	2002-01-11 00:00:00.000	25.0000	2	2008-07-31 00:00:00.000
13	2005-01-23 00:00:00.000	25.0000	2	2008-07-31 00:00:00.000
14	2005-01-30 00:00:00.000	36.0577	2	2008-07-31 00:00:00.000
15	2005-02-18 00:00:00.000	32.6923	2	2008-07-31 00:00:00.000
16	2002-01-20 00:00:00.000	24.0000	2	2002-01-06 00:00:00.000
16	2003-08-16 00:00:00.000	28.7500	2	2003-08-02 00:00:00.000
16	2006-06-01 00:00:00.000	37.5000	2	2006-05-18 00:00:00.000
17	2001-02-26 00:00:00.000	13.4615	2	2008-07-31 00:00:00.000
18	2005-03-10 00:00:00.000	14.4231	2	2008-07-31 00:00:00.000
19	2005-03-17 00:00:00.000	13.4615	2	2008-07-31 00:00:00.000
20	2005-02-07 00:00:00.000	13.4615	2	2008-07-31 00:00:00.000
21	2003-04-03 00:00:00.000	14.4231	2	2008-07-31 00:00:00.000
22	2003-01-13 00:00:00.000	14.4231	2	2008-07-31 00:00:00.000
23	2003-02-13 00:00:00.000	14.4231	2	2008-07-31 00:00:00.000
24	2003-02-19 00:00:00.000	14.4231	2	2008-07-31 00:00:00.000
25	2003-03-07 00:00:00.000	84.1346	2	2008-07-31 00:00:00.000
26	2003-01-02 00:00:00.000	24.5192	2	2008-07-31 00:00:00.000
27	2002-03-30 00:00:00.000	25.0000	2	2008-07-31 00:00:00.000
28	2000-07-31 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
29	2003-02-24 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
30	2003-03-02 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
31	2003-02-05 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
32	2003-01-30 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
33	2003-01-18 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
34	2003-03-20 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
35	2003-03-12 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
36	2003-03-14 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
37	2003-04-08 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
38	2004-02-17 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
39	2004-03-08 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
40	2002-01-26 00:00:00.000	25.0000	2	2008-07-31 00:00:00.000
41	2003-02-22 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
42	2003-01-28 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
43	2003-02-03 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
44	2003-01-09 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
45	2003-03-30 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
46	2003-03-12 00:00:00.000	12.4500	1	2008-07-31 00:00:00.000
47	2003-03-26 00:00:00.000	25.0000	2	2008-07-31 00:00:00.000
48	2002-02-06 00:00:00.000	13.4500	1	2008-07-31 00:00:00.000
49	2002-02-07 00:00:00.000	13.4500	1	2008-07-31 00:00:00.000
50	2002-03-05 00:00:00.000	13.4500	1	2008-07-31 00:00:00.000
51	2002-03-23 00:00:00.000	13.4500	1	2008-07-31 00:00:00.000
52	2002-04-11 00:00:00.000	13.4500	1	2008-07-31 00:00:00.000
53	2002-04-29 00:00:00.000	13.4500	1	2008-07-31 00:00:00.000
