1	1	4	258	1580	3	2005-05-17 00:00:00.000	2005-05-26 00:00:00.000	201.0400	16.0832	5.0260	222.1492	2005-05-26 00:00:00.000
2	1	1	254	1496	5	2005-05-17 00:00:00.000	2005-05-26 00:00:00.000	272.1015	21.7681	6.8025	300.6721	2005-05-26 00:00:00.000
3	1	4	257	1494	2	2005-05-17 00:00:00.000	2005-05-26 00:00:00.000	8847.3000	707.7840	221.1825	9776.2665	2005-05-26 00:00:00.000
4	1	3	261	1650	5	2005-05-17 00:00:00.000	2005-05-26 00:00:00.000	171.0765	13.6861	4.2769	189.0395	2005-05-26 00:00:00.000
5	1	4	251	1654	4	2005-05-31 00:00:00.000	2005-06-09 00:00:00.000	20397.3000	1631.7840	509.9325	22539.0165	2005-06-09 00:00:00.000
6	1	4	253	1664	3	2005-05-31 00:00:00.000	2005-06-09 00:00:00.000	14628.0750	1170.2460	365.7019	16164.0229	2005-06-09 00:00:00.000
7	1	4	255	1678	3	2005-05-31 00:00:00.000	2005-06-09 00:00:00.000	58685.5500	4694.8440	1467.1388	64847.5328	2005-06-09 00:00:00.000
8	1	4	256	1616	5	2005-05-31 00:00:00.000	2005-06-09 00:00:00.000	693.3780	55.4702	17.3345	766.1827	2005-06-09 00:00:00.000
9	2	4	259	1492	5	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	694.1655	55.5332	17.3541	767.0528	2006-01-23 00:00:00.000
10	1	4	250	1602	5	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	1796.0355	143.6828	44.9009	1984.6192	2006-01-23 00:00:00.000
11	1	4	258	1540	4	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	501.1965	40.0957	12.5299	553.8221	2006-01-23 00:00:00.000
12	1	4	254	1628	5	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	34644.2250	2771.5380	866.1056	38281.8686	2006-01-23 00:00:00.000
13	1	4	257	1604	4	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	1839.5055	147.1604	45.9876	2032.6535	2006-01-23 00:00:00.000
14	1	3	261	1690	5	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	146.2860	11.7029	3.6572	161.6461	2006-01-23 00:00:00.000
15	1	4	251	1566	5	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	102.5640	8.2051	2.5641	113.3332	2006-01-23 00:00:00.000
16	1	4	253	1698	5	2006-01-14 00:00:00.000	2006-01-23 00:00:00.000	150.7905	12.0632	3.7698	166.6235	2006-01-23 00:00:00.000
17	1	4	255	1560	5	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	13669.4250	1093.5540	341.7356	15104.7146	2006-01-24 00:00:00.000
18	1	4	256	1692	5	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	16393.2300	1311.4584	409.8308	18114.5192	2006-01-24 00:00:00.000
19	1	4	259	1696	2	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	79204.1250	6336.3300	1980.1031	87520.5581	2006-01-24 00:00:00.000
20	1	4	260	1504	1	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	551.8800	44.1504	13.7970	609.8274	2006-01-24 00:00:00.000
21	1	4	250	1544	1	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	6987.7500	559.0200	174.6938	7721.4638	2006-01-24 00:00:00.000
22	1	4	254	1530	2	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	28072.2750	2245.7820	701.8069	31019.8639	2006-01-24 00:00:00.000
23	1	4	257	1508	1	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	37312.2750	2984.9820	932.8069	41230.0639	2006-01-24 00:00:00.000
24	1	3	261	1694	1	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	4215.7500	337.2600	105.3938	4658.4038	2006-01-24 00:00:00.000
25	1	4	251	1624	2	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	28297.5000	2263.8000	707.4375	31268.7375	2006-01-24 00:00:00.000
26	1	4	253	1548	2	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	59.9445	4.7956	1.4986	66.2387	2006-01-24 00:00:00.000
27	1	4	255	1598	4	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	722.6100	57.8088	18.0653	798.4841	2006-01-24 00:00:00.000
28	1	4	256	1658	5	2006-01-15 00:00:00.000	2006-01-24 00:00:00.000	43878.4500	3510.2760	1096.9613	48485.6873	2006-01-24 00:00:00.000
29	1	4	259	1536	4	2006-02-08 00:00:00.000	2006-02-17 00:00:00.000	592.7985	47.4239	14.8200	655.0424	2006-02-17 00:00:00.000
30	1	4	260	1568	2	2006-02-08 00:00:00.000	2006-02-17 00:00:00.000	21252.0000	1700.1600	531.3000	23483.4600	2006-02-17 00:00:00.000
