707	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	33.6442	2006-06-30 00:00:00.000
707	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	33.6442	2007-06-30 00:00:00.000
707	2007-07-01 00:00:00.000		34.9900	2007-06-10 00:00:00.000
708	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	33.6442	2006-06-30 00:00:00.000
708	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	33.6442	2007-06-30 00:00:00.000
708	2007-07-01 00:00:00.000		34.9900	2007-06-10 00:00:00.000
709	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	9.5000	2006-06-30 00:00:00.000
710	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	9.5000	2006-06-30 00:00:00.000
711	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	33.6442	2006-06-30 00:00:00.000
711	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	33.6442	2007-06-30 00:00:00.000
711	2007-07-01 00:00:00.000		34.9900	2007-06-10 00:00:00.000
712	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	8.6442	2006-06-30 00:00:00.000
712	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	8.6442	2007-06-30 00:00:00.000
712	2007-07-01 00:00:00.000		8.9900	2007-06-10 00:00:00.000
713	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	48.0673	2006-06-30 00:00:00.000
713	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	48.0673	2007-06-30 00:00:00.000
713	2007-07-01 00:00:00.000		49.9900	2007-06-10 00:00:00.000
714	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	48.0673	2006-06-30 00:00:00.000
714	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	48.0673	2007-06-30 00:00:00.000
714	2007-07-01 00:00:00.000		49.9900	2007-06-10 00:00:00.000
715	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	48.0673	2006-06-30 00:00:00.000
715	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	48.0673	2007-06-30 00:00:00.000
715	2007-07-01 00:00:00.000		49.9900	2007-06-10 00:00:00.000
716	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	48.0673	2006-06-30 00:00:00.000
716	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	48.0673	2007-06-30 00:00:00.000
716	2007-07-01 00:00:00.000		49.9900	2007-06-10 00:00:00.000
717	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	1263.4598	2006-06-30 00:00:00.000
717	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	1301.3636	2007-06-30 00:00:00.000
717	2007-07-01 00:00:00.000		1431.5000	2007-06-10 00:00:00.000
718	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	1263.4598	2006-06-30 00:00:00.000
718	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	1301.3636	2007-06-30 00:00:00.000
718	2007-07-01 00:00:00.000		1431.5000	2007-06-10 00:00:00.000
719	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	1263.4598	2006-06-30 00:00:00.000
719	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	1301.3636	2007-06-30 00:00:00.000
719	2007-07-01 00:00:00.000		1431.5000	2007-06-10 00:00:00.000
720	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	1263.4598	2006-06-30 00:00:00.000
720	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	1301.3636	2007-06-30 00:00:00.000
720	2007-07-01 00:00:00.000		1431.5000	2007-06-10 00:00:00.000
721	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	1263.4598	2006-06-30 00:00:00.000
721	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	1301.3636	2007-06-30 00:00:00.000
721	2007-07-01 00:00:00.000		1431.5000	2007-06-10 00:00:00.000
722	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	297.6346	2006-06-30 00:00:00.000
722	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	306.5636	2007-06-30 00:00:00.000
722	2007-07-01 00:00:00.000		337.2200	2007-06-10 00:00:00.000
723	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	297.6346	2006-06-30 00:00:00.000
723	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	306.5636	2007-06-30 00:00:00.000
723	2007-07-01 00:00:00.000		337.2200	2007-06-10 00:00:00.000
724	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	297.6346	2006-06-30 00:00:00.000
724	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	306.5636	2007-06-30 00:00:00.000
724	2007-07-01 00:00:00.000		337.2200	2007-06-10 00:00:00.000
725	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	306.5636	2006-06-30 00:00:00.000
725	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	337.2200	2007-06-30 00:00:00.000
726	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	306.5636	2006-06-30 00:00:00.000
726	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	337.2200	2007-06-30 00:00:00.000
727	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	306.5636	2006-06-30 00:00:00.000
727	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	337.2200	2007-06-30 00:00:00.000
728	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	306.5636	2006-06-30 00:00:00.000
728	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	337.2200	2007-06-30 00:00:00.000
729	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	306.5636	2006-06-30 00:00:00.000
729	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	337.2200	2007-06-30 00:00:00.000
730	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	306.5636	2006-06-30 00:00:00.000
730	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	337.2200	2007-06-30 00:00:00.000
731	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	594.8300	2006-06-30 00:00:00.000
732	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	594.8300	2006-06-30 00:00:00.000
733	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	594.8300	2006-06-30 00:00:00.000
734	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	594.8300	2006-06-30 00:00:00.000
735	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	594.8300	2006-06-30 00:00:00.000
736	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	297.6346	2006-06-30 00:00:00.000
736	2006-07-01 00:00:00.000	2007-06-30 00:00:00.000	306.5636	2007-06-30 00:00:00.000
736	2007-07-01 00:00:00.000		337.2200	2007-06-10 00:00:00.000
737	2005-07-01 00:00:00.000	2006-06-30 00:00:00.000	297.6346	2006-06-30 00:00:00.000
